"id","category","cluster","predicted_category"
5316,"Society",17,"Opinion"
5317,"Society",8,"Society"
5318,"Society",8,"Society"
5319,"Society",11,"Economy"
5320,"Society",17,"Opinion"
5321,"Society",11,"Economy"
5322,"Society",17,"Opinion"
5323,"Society",8,"Society"
5324,"Society",8,"Society"
5325,"Society",17,"Opinion"
5326,"Society",11,"Economy"
5327,"Society",11,"Economy"
5328,"Society",17,"Opinion"
5329,"Society",17,"Opinion"
5330,"Society",17,"Opinion"
5331,"Society",6,"Education"
5332,"Society",17,"Opinion"
5333,"Society",17,"Opinion"
5334,"Society",8,"Society"
5335,"Society",8,"Society"
5336,"Society",17,"Opinion"
5337,"Society",11,"Economy"
5338,"Society",11,"Economy"
5339,"Society",11,"Economy"
5340,"Society",11,"Economy"
5341,"Society",8,"Society"
5342,"Society",17,"Opinion"
5343,"Society",8,"Society"
5344,"Society",8,"Society"
5345,"Society",11,"Economy"
5346,"Society",17,"Opinion"
5347,"Society",17,"Opinion"
5348,"Society",17,"Opinion"
5349,"Society",8,"Society"
5350,"Society",11,"Economy"
5351,"Society",11,"Economy"
5352,"Society",8,"Society"
5353,"Society",17,"Opinion"
5354,"Society",8,"Society"
5355,"Society",8,"Society"
5356,"Society",17,"Opinion"
5357,"Society",11,"Economy"
5358,"Society",11,"Economy"
5359,"Society",8,"Society"
5360,"Society",11,"Economy"
5361,"Society",17,"Opinion"
5362,"Society",11,"Economy"
5363,"Society",11,"Economy"
5364,"Society",17,"Opinion"
5365,"Society",8,"Society"
5366,"Society",11,"Economy"
5367,"Society",11,"Economy"
5368,"Society",11,"Economy"
5369,"Society",8,"Society"
5370,"Society",17,"Opinion"
5371,"Society",17,"Opinion"
5372,"Society",11,"Economy"
5373,"Society",8,"Society"
5374,"Society",17,"Opinion"
5375,"Society",17,"Opinion"
5376,"Society",8,"Society"
5377,"Society",8,"Society"
5378,"Society",11,"Economy"
5379,"Society",17,"Opinion"
5380,"Society",8,"Society"
5381,"Society",8,"Society"
5382,"Society",8,"Society"
5383,"Society",8,"Society"
5384,"Society",8,"Society"
5385,"Society",17,"Opinion"
5386,"Society",10,"Tourism"
5387,"Society",17,"Opinion"
5388,"Society",17,"Opinion"
5389,"Society",11,"Economy"
5390,"Society",11,"Economy"
5391,"Society",17,"Opinion"
5392,"Society",11,"Economy"
5393,"Society",17,"Opinion"
5394,"Society",17,"Opinion"
5395,"Society",8,"Society"
5396,"Society",17,"Opinion"
5397,"Society",11,"Economy"
5398,"Society",6,"Education"
5399,"Society",8,"Society"
5400,"Society",8,"Society"
5401,"Society",8,"Society"
5402,"Society",8,"Society"
5403,"Society",8,"Society"
5404,"Society",8,"Society"
5405,"Society",17,"Opinion"
5406,"Society",11,"Economy"
5407,"Society",8,"Society"
5408,"Society",11,"Economy"
5409,"Society",17,"Opinion"
5410,"Society",8,"Society"
5411,"Society",8,"Society"
5412,"Society",17,"Opinion"
5413,"Society",11,"Economy"
5414,"Society",11,"Economy"
5415,"Society",17,"Opinion"
5416,"Society",17,"Opinion"
5417,"Society",8,"Society"
5418,"Society",8,"Society"
5419,"Society",8,"Society"
5420,"Society",17,"Opinion"
5421,"Society",8,"Society"
5422,"Society",8,"Society"
5423,"Society",11,"Economy"
5424,"Society",8,"Society"
5425,"Society",11,"Economy"
5426,"Society",11,"Economy"
5427,"Society",17,"Opinion"
5428,"Society",8,"Society"
5429,"Society",8,"Society"
5430,"Society",17,"Opinion"
5431,"Society",17,"Opinion"
5432,"Society",2,"Politics"
5433,"Society",17,"Opinion"
5434,"Society",8,"Society"
5435,"Society",11,"Economy"
5436,"Society",17,"Opinion"
5437,"Society",11,"Economy"
5438,"Society",8,"Society"
5439,"Society",11,"Economy"
5440,"Society",11,"Economy"
5441,"Society",11,"Economy"
5442,"Society",17,"Opinion"
5443,"Society",17,"Opinion"
5444,"Society",11,"Economy"
5445,"Society",8,"Society"
5446,"Society",8,"Society"
5447,"Society",17,"Opinion"
5448,"Society",17,"Opinion"
5449,"Society",17,"Opinion"
5450,"Society",17,"Opinion"
5451,"Society",17,"Opinion"
5452,"Society",17,"Opinion"
5453,"Society",6,"Education"
5454,"Society",17,"Opinion"
5455,"Society",17,"Opinion"
5456,"Society",17,"Opinion"
5457,"Society",17,"Opinion"
5458,"Society",17,"Opinion"
5459,"Society",17,"Opinion"
5460,"Society",17,"Opinion"
5461,"Society",17,"Opinion"
5462,"Society",17,"Opinion"
5463,"Society",17,"Opinion"
5464,"Society",17,"Opinion"
5465,"Society",17,"Opinion"
5466,"Society",17,"Opinion"
5467,"Society",17,"Opinion"
5468,"Society",17,"Opinion"
5469,"Society",17,"Opinion"
5470,"Society",17,"Opinion"
5471,"Society",17,"Opinion"
5472,"Society",17,"Opinion"
5473,"Society",17,"Opinion"
5474,"Society",17,"Opinion"
5475,"Society",17,"Opinion"
5476,"Society",17,"Opinion"
5477,"Society",17,"Opinion"
5478,"Society",17,"Opinion"
5479,"Society",17,"Opinion"
5480,"Society",17,"Opinion"
5481,"Society",17,"Opinion"
5482,"Society",17,"Opinion"
5483,"Society",17,"Opinion"
5484,"Society",17,"Opinion"
5485,"Society",17,"Opinion"
5486,"Society",17,"Opinion"
5487,"Society",19,"Literature"
5488,"Society",17,"Opinion"
5489,"Society",17,"Opinion"
5490,"Society",17,"Opinion"
5491,"Society",6,"Education"
5492,"Society",17,"Opinion"
5493,"Society",17,"Opinion"
5494,"Society",17,"Opinion"
5495,"Society",17,"Opinion"
5496,"Society",17,"Opinion"
5497,"Society",17,"Opinion"
5498,"Society",17,"Opinion"
5499,"Society",17,"Opinion"
5500,"Society",17,"Opinion"
5501,"Society",17,"Opinion"
5502,"Society",17,"Opinion"
5503,"Society",17,"Opinion"
5504,"Society",6,"Education"
5505,"Society",6,"Education"
5506,"Society",17,"Opinion"
5507,"Society",17,"Opinion"
5508,"Society",17,"Opinion"
5509,"Society",9,"Interview"
5510,"Society",17,"Opinion"
5511,"Society",17,"Opinion"
5512,"Society",17,"Opinion"
5513,"Society",17,"Opinion"
5514,"Society",9,"Interview"
5515,"Society",17,"Opinion"
5516,"Society",17,"Opinion"
5517,"Society",17,"Opinion"
5518,"Society",17,"Opinion"
5519,"Society",17,"Opinion"
5520,"Society",17,"Opinion"
5521,"Society",17,"Opinion"
5522,"Society",17,"Opinion"
5523,"Society",17,"Opinion"
5524,"Society",17,"Opinion"
5525,"Society",17,"Opinion"
5526,"Society",17,"Opinion"
5527,"Society",17,"Opinion"
5528,"Society",17,"Opinion"
5529,"Society",17,"Opinion"
5530,"Society",17,"Opinion"
5531,"Society",17,"Opinion"
5532,"Society",17,"Opinion"
5533,"Society",6,"Education"
5534,"Society",17,"Opinion"
5535,"Society",17,"Opinion"
5536,"Society",17,"Opinion"
5537,"Society",17,"Opinion"
5538,"Society",17,"Opinion"
5539,"Society",17,"Opinion"
5540,"Society",17,"Opinion"
5541,"Society",17,"Opinion"
5542,"Society",17,"Opinion"
5543,"Society",17,"Opinion"
5544,"Society",17,"Opinion"
5545,"Society",17,"Opinion"
5546,"Society",17,"Opinion"
5547,"Society",19,"Literature"
5548,"Society",17,"Opinion"
5549,"Society",17,"Opinion"
5550,"Society",17,"Opinion"
5551,"Society",17,"Opinion"
5552,"Society",6,"Education"
5553,"Society",17,"Opinion"
5554,"Society",17,"Opinion"
5555,"Society",17,"Opinion"
5556,"Society",17,"Opinion"
5557,"Society",17,"Opinion"
5558,"Society",17,"Opinion"
5559,"Society",17,"Opinion"
5560,"Society",6,"Education"
5561,"Society",17,"Opinion"
5562,"Society",17,"Opinion"
5563,"Society",6,"Education"
5564,"Society",17,"Opinion"
5565,"Society",17,"Opinion"
5566,"Society",17,"Opinion"
5567,"Society",17,"Opinion"
5568,"Society",17,"Opinion"
5569,"Society",17,"Opinion"
5570,"Society",6,"Education"
5571,"Society",17,"Opinion"
5572,"Society",17,"Opinion"
5573,"Society",6,"Education"
5574,"Society",17,"Opinion"
5575,"Society",17,"Opinion"
5576,"Society",17,"Opinion"
5577,"Society",17,"Opinion"
5578,"Society",17,"Opinion"
5579,"Society",6,"Education"
5580,"Society",6,"Education"
5581,"Society",17,"Opinion"
5582,"Society",6,"Education"
5583,"Society",6,"Education"
5584,"Society",17,"Opinion"
5585,"Society",6,"Education"
5586,"Society",17,"Opinion"
5587,"Society",17,"Opinion"
5588,"Society",17,"Opinion"
5589,"Society",17,"Opinion"
5590,"Society",6,"Education"
5591,"Society",17,"Opinion"
5592,"Society",17,"Opinion"
5593,"Society",8,"Society"
5594,"Society",8,"Society"
5595,"Society",17,"Opinion"
5596,"Society",8,"Society"
5597,"Society",17,"Opinion"
5598,"Society",11,"Economy"
5599,"Society",2,"Politics"
5600,"Society",5,"Entertainment"
5601,"Society",11,"Economy"
5602,"Society",11,"Economy"
5603,"Society",8,"Society"
5604,"Society",17,"Opinion"
5605,"Society",11,"Economy"
5606,"Society",17,"Opinion"
5607,"Society",8,"Society"
5608,"Society",8,"Society"
5609,"Society",8,"Society"
5610,"Society",11,"Economy"
5611,"Society",8,"Society"
5612,"Society",17,"Opinion"
5613,"Society",8,"Society"
5614,"Society",8,"Society"
5615,"Society",8,"Society"
5616,"Society",8,"Society"
5617,"Society",17,"Opinion"
5618,"Society",8,"Society"
5619,"Society",8,"Society"
5620,"Society",11,"Economy"
5621,"Society",11,"Economy"
5622,"Society",17,"Opinion"
5623,"Society",8,"Society"
5624,"Society",17,"Opinion"
5625,"Society",8,"Society"
5626,"Society",17,"Opinion"
5627,"Society",8,"Society"
5628,"Sports",13,"Sports"
5629,"Sports",17,"Opinion"
5630,"Sports",17,"Opinion"
5631,"Sports",17,"Opinion"
5632,"Sports",13,"Sports"
5633,"Sports",13,"Sports"
5634,"Sports",17,"Opinion"
5635,"Sports",13,"Sports"
5636,"Sports",8,"Society"
5637,"Sports",13,"Sports"
5638,"Sports",17,"Opinion"
5639,"Sports",13,"Sports"
5640,"Sports",2,"Politics"
5641,"Sports",14,"Sports"
5642,"Sports",17,"Opinion"
5643,"Sports",20,"Sports"
5644,"Sports",13,"Sports"
5645,"Sports",20,"Sports"
5646,"Sports",20,"Sports"
5647,"Sports",20,"Sports"
5648,"Sports",17,"Opinion"
5649,"Sports",17,"Opinion"
5650,"Sports",17,"Opinion"
5651,"Sports",2,"Politics"
5652,"Sports",12,"Business"
5653,"Sports",17,"Opinion"
5654,"Sports",11,"Economy"
5655,"Sports",14,"Sports"
5656,"Sports",17,"Opinion"
5657,"Sports",11,"Economy"
5658,"Sports",13,"Sports"
5659,"Sports",13,"Sports"
5660,"Sports",13,"Sports"
5661,"Sports",13,"Sports"
5662,"Sports",13,"Sports"
5663,"Sports",11,"Economy"
5664,"Sports",17,"Opinion"
5665,"Sports",11,"Economy"
5666,"Sports",11,"Economy"
5667,"Sports",13,"Sports"
5668,"Sports",13,"Sports"
5669,"Sports",14,"Sports"
5670,"Sports",13,"Sports"
5671,"Sports",20,"Sports"
5672,"Sports",13,"Sports"
5673,"Sports",17,"Opinion"
5674,"Sports",13,"Sports"
5675,"Sports",13,"Sports"
5676,"Sports",17,"Opinion"
5677,"Sports",13,"Sports"
5678,"Sports",13,"Sports"
5679,"Sports",20,"Sports"
5680,"Sports",13,"Sports"
5681,"Sports",20,"Sports"
5682,"Sports",13,"Sports"
5683,"Sports",13,"Sports"
5684,"Sports",13,"Sports"
5685,"Sports",17,"Opinion"
5686,"Sports",11,"Economy"
5687,"Sports",17,"Opinion"
5688,"Sports",17,"Opinion"
5689,"Sports",17,"Opinion"
5690,"Sports",11,"Economy"
5691,"Sports",17,"Opinion"
5692,"Sports",20,"Sports"
5693,"Sports",17,"Opinion"
5694,"Sports",14,"Sports"
5695,"Sports",13,"Sports"
5696,"Sports",13,"Sports"
5697,"Sports",20,"Sports"
5698,"Sports",17,"Opinion"
5699,"Sports",17,"Opinion"
5700,"Sports",13,"Sports"
5701,"Sports",13,"Sports"
5702,"Sports",8,"Society"
5703,"Sports",8,"Society"
5704,"Sports",17,"Opinion"
5705,"Sports",13,"Sports"
5706,"Sports",13,"Sports"
5707,"Sports",14,"Sports"
5708,"Sports",13,"Sports"
5709,"Sports",13,"Sports"
5710,"Sports",13,"Sports"
5711,"Sports",13,"Sports"
5712,"Sports",20,"Sports"
5713,"Sports",13,"Sports"
5714,"Sports",17,"Opinion"
5715,"Sports",14,"Sports"
5716,"Sports",14,"Sports"
5717,"Sports",11,"Economy"
5718,"Sports",13,"Sports"
5719,"Sports",20,"Sports"
5720,"Sports",20,"Sports"
5721,"Sports",20,"Sports"
5722,"Sports",13,"Sports"
5723,"Sports",17,"Opinion"
5724,"Sports",14,"Sports"
5725,"Sports",14,"Sports"
5726,"Sports",14,"Sports"
5727,"Sports",14,"Sports"
5728,"Sports",17,"Opinion"
5729,"Sports",13,"Sports"
5730,"Sports",2,"Politics"
5731,"Sports",20,"Sports"
5732,"Sports",13,"Sports"
5733,"Sports",13,"Sports"
5734,"Sports",20,"Sports"
5735,"Sports",20,"Sports"
5736,"Sports",14,"Sports"
5737,"Sports",13,"Sports"
5738,"Sports",17,"Opinion"
5739,"Sports",13,"Sports"
5740,"Sports",11,"Economy"
5741,"Sports",13,"Sports"
5742,"Sports",13,"Sports"
5743,"Sports",11,"Economy"
5744,"Sports",13,"Sports"
5745,"Sports",13,"Sports"
5746,"Sports",14,"Sports"
5747,"Sports",11,"Economy"
5748,"Sports",13,"Sports"
5749,"Sports",14,"Sports"
5750,"Sports",20,"Sports"
5751,"Sports",13,"Sports"
5752,"Sports",13,"Sports"
5753,"Sports",13,"Sports"
5754,"Sports",13,"Sports"
5755,"Sports",8,"Society"
5756,"Sports",8,"Society"
5757,"Sports",13,"Sports"
5758,"Sports",17,"Opinion"
5759,"Sports",17,"Opinion"
5760,"Sports",13,"Sports"
5761,"Sports",17,"Opinion"
5762,"Sports",17,"Opinion"
5763,"Sports",20,"Sports"
5764,"Sports",20,"Sports"
5765,"Sports",20,"Sports"
5766,"Sports",13,"Sports"
5767,"Sports",11,"Economy"
5768,"Sports",11,"Economy"
5769,"Sports",13,"Sports"
5770,"Sports",17,"Opinion"
5771,"Sports",14,"Sports"
5772,"Sports",13,"Sports"
5773,"Sports",13,"Sports"
5774,"Sports",13,"Sports"
5775,"Sports",11,"Economy"
5776,"Sports",11,"Economy"
5777,"Sports",13,"Sports"
5778,"Sports",13,"Sports"
5779,"Sports",13,"Sports"
5780,"Sports",13,"Sports"
5781,"Sports",13,"Sports"
5782,"Sports",13,"Sports"
5783,"Sports",13,"Sports"
5784,"Sports",20,"Sports"
5785,"Sports",20,"Sports"
5786,"Sports",20,"Sports"
5787,"Sports",13,"Sports"
5788,"Sports",17,"Opinion"
5789,"Sports",13,"Sports"
5790,"Sports",8,"Society"
5791,"Sports",13,"Sports"
5792,"Sports",13,"Sports"
5793,"Sports",17,"Opinion"
5794,"Sports",13,"Sports"
5795,"Sports",13,"Sports"
5796,"Sports",13,"Sports"
5797,"Sports",13,"Sports"
5798,"Sports",8,"Society"
5799,"Sports",17,"Opinion"
5800,"Sports",11,"Economy"
5801,"Sports",20,"Sports"
5802,"Sports",13,"Sports"
5803,"Sports",17,"Opinion"
5804,"Sports",13,"Sports"
5805,"Sports",20,"Sports"
5806,"Sports",13,"Sports"
5807,"Sports",17,"Opinion"
5808,"Sports",13,"Sports"
5809,"Sports",13,"Sports"
5810,"Sports",17,"Opinion"
5811,"Sports",13,"Sports"
5812,"Sports",17,"Opinion"
5813,"Sports",20,"Sports"
5814,"Sports",20,"Sports"
5815,"Sports",13,"Sports"
5816,"Sports",13,"Sports"
5817,"Sports",17,"Opinion"
5818,"Sports",13,"Sports"
5819,"Sports",13,"Sports"
5820,"Sports",20,"Sports"
5821,"Sports",13,"Sports"
5822,"Sports",17,"Opinion"
5823,"Sports",13,"Sports"
5824,"Sports",17,"Opinion"
5825,"Sports",13,"Sports"
5826,"Sports",20,"Sports"
5827,"Sports",11,"Economy"
5828,"Sports",13,"Sports"
5829,"Sports",13,"Sports"
5830,"Sports",13,"Sports"
5831,"Sports",11,"Economy"
5832,"Sports",11,"Economy"
5833,"Sports",11,"Economy"
5834,"Sports",14,"Sports"
5835,"Sports",13,"Sports"
5836,"Sports",13,"Sports"
5837,"Sports",13,"Sports"
5838,"Sports",20,"Sports"
5839,"Sports",13,"Sports"
5840,"Sports",17,"Opinion"
5841,"Sports",11,"Economy"
5842,"Sports",11,"Economy"
5843,"Sports",20,"Sports"
5844,"Sports",13,"Sports"
5845,"Sports",11,"Economy"
5846,"Sports",8,"Society"
5847,"Sports",14,"Sports"
5848,"Sports",13,"Sports"
5849,"Sports",20,"Sports"
5850,"Sports",13,"Sports"
5851,"Sports",13,"Sports"
5852,"Sports",13,"Sports"
5853,"Sports",20,"Sports"
5854,"Sports",20,"Sports"
5855,"Sports",17,"Opinion"
5856,"Sports",13,"Sports"
5857,"Sports",11,"Economy"
5858,"Sports",11,"Economy"
5859,"Sports",20,"Sports"
5860,"Sports",17,"Opinion"
5861,"Sports",13,"Sports"
5862,"Sports",17,"Opinion"
5863,"Sports",13,"Sports"
5864,"Sports",8,"Society"
5865,"Sports",11,"Economy"
5866,"Sports",17,"Opinion"
5867,"Sports",17,"Opinion"
5868,"Sports",11,"Economy"
5869,"Sports",11,"Economy"
5870,"Sports",13,"Sports"
5871,"Sports",13,"Sports"
5872,"Sports",13,"Sports"
5873,"Sports",13,"Sports"
5874,"Sports",13,"Sports"
5875,"Sports",13,"Sports"
5876,"Sports",17,"Opinion"
5877,"Sports",17,"Opinion"
5878,"Sports",17,"Opinion"
5879,"Sports",13,"Sports"
5880,"Sports",17,"Opinion"
5881,"Sports",13,"Sports"
5882,"Sports",17,"Opinion"
5883,"Sports",11,"Economy"
5884,"Sports",17,"Opinion"
5885,"Sports",17,"Opinion"
5886,"Sports",8,"Society"
5887,"Sports",20,"Sports"
5888,"Sports",13,"Sports"
5889,"Sports",13,"Sports"
5890,"Sports",13,"Sports"
5891,"Sports",13,"Sports"
5892,"Sports",13,"Sports"
5893,"Sports",13,"Sports"
5894,"Sports",13,"Sports"
5895,"Sports",20,"Sports"
5896,"Sports",11,"Economy"
5897,"Sports",20,"Sports"
5898,"Sports",13,"Sports"
5899,"Sports",11,"Economy"
5900,"Sports",11,"Economy"
5901,"Sports",17,"Opinion"
5902,"Sports",17,"Opinion"
5903,"Sports",13,"Sports"
5904,"Sports",8,"Society"
5905,"Sports",11,"Economy"
5906,"Sports",20,"Sports"
5907,"Sports",11,"Economy"
5908,"Sports",8,"Society"
5909,"Sports",14,"Sports"
5910,"Sports",17,"Opinion"
5911,"Sports",14,"Sports"
5912,"Sports",14,"Sports"
5913,"Sports",17,"Opinion"
5914,"Sports",2,"Politics"
5915,"Sports",17,"Opinion"
5916,"Sports",17,"Opinion"
5917,"Sports",13,"Sports"
5918,"Sports",18,"Bank"
5919,"Sports",11,"Economy"
5920,"Sports",13,"Sports"
5921,"Sports",14,"Sports"
5922,"Sports",13,"Sports"
5923,"Sports",14,"Sports"
5924,"Sports",17,"Opinion"
5925,"Sports",14,"Sports"
5926,"Sports",17,"Opinion"
5927,"Sports",17,"Opinion"
5928,"Sports",11,"Economy"
5929,"Sports",14,"Sports"
5930,"Sports",14,"Sports"
5931,"Sports",13,"Sports"
5932,"Sports",13,"Sports"
5933,"Sports",13,"Sports"
5934,"Sports",17,"Opinion"
5935,"Sports",11,"Economy"
5936,"Sports",11,"Economy"
5937,"Sports",20,"Sports"
5938,"Sports",20,"Sports"
5939,"Sports",13,"Sports"
5940,"Sports",13,"Sports"
5941,"Sports",13,"Sports"
5942,"Sports",13,"Sports"
5943,"Sports",11,"Economy"
5944,"Sports",17,"Opinion"
5945,"Sports",11,"Economy"
5946,"Sports",14,"Sports"
5947,"Sports",8,"Society"
5948,"Sports",17,"Opinion"
5949,"Sports",17,"Opinion"
5950,"Sports",14,"Sports"
5951,"Sports",8,"Society"
5952,"Sports",17,"Opinion"
5953,"Sports",17,"Opinion"
5954,"Sports",20,"Sports"
5955,"Sports",20,"Sports"
5956,"Sports",8,"Society"
5957,"Sports",17,"Opinion"
5958,"Sports",14,"Sports"
5959,"Sports",13,"Sports"
5960,"Sports",13,"Sports"
5961,"Sports",13,"Sports"
5962,"Sports",13,"Sports"
5963,"Sports",14,"Sports"
5964,"Sports",17,"Opinion"
5965,"Sports",10,"Tourism"
5966,"Sports",8,"Society"
5967,"Sports",17,"Opinion"
5968,"Sports",17,"Opinion"
5969,"Sports",20,"Sports"
5970,"Sports",17,"Opinion"
5971,"Sports",17,"Opinion"
5972,"Sports",13,"Sports"
5973,"Sports",11,"Economy"
5974,"Sports",11,"Economy"
5975,"Sports",11,"Economy"
5976,"Sports",11,"Economy"
5977,"Sports",11,"Economy"
5978,"Sports",17,"Opinion"
5979,"Sports",13,"Sports"
5980,"Sports",8,"Society"
5981,"Sports",8,"Society"
5982,"Sports",17,"Opinion"
5983,"Sports",17,"Opinion"
5984,"Sports",14,"Sports"
5985,"Sports",17,"Opinion"
5986,"Sports",17,"Opinion"
5987,"Sports",13,"Sports"
5988,"Sports",13,"Sports"
5989,"Sports",20,"Sports"
5990,"Sports",11,"Economy"
5991,"Sports",13,"Sports"
5992,"Sports",13,"Sports"
5993,"Sports",13,"Sports"
5994,"Sports",17,"Opinion"
5995,"Sports",13,"Sports"
5996,"Sports",13,"Sports"
5997,"Sports",13,"Sports"
5998,"Sports",13,"Sports"
5999,"Sports",13,"Sports"
6000,"Sports",17,"Opinion"
6001,"Sports",17,"Opinion"
6002,"Sports",20,"Sports"
6003,"Sports",13,"Sports"
6004,"Sports",13,"Sports"
6005,"Sports",13,"Sports"
6006,"Sports",20,"Sports"
6007,"Sports",17,"Opinion"
6008,"Sports",13,"Sports"
6009,"Sports",13,"Sports"
6010,"Sports",13,"Sports"
6011,"Sports",11,"Economy"
6012,"Sports",13,"Sports"
6013,"Sports",13,"Sports"
6014,"Sports",17,"Opinion"
6015,"Sports",20,"Sports"
6016,"Sports",13,"Sports"
6017,"Sports",17,"Opinion"
6018,"Sports",13,"Sports"
6019,"Sports",11,"Economy"
6020,"Sports",11,"Economy"
6021,"Sports",8,"Society"
6022,"Sports",17,"Opinion"
6023,"Sports",17,"Opinion"
6024,"Sports",11,"Economy"
6025,"Sports",13,"Sports"
6026,"Sports",13,"Sports"
6027,"Sports",17,"Opinion"
6028,"Sports",2,"Politics"
6029,"Sports",13,"Sports"
6030,"Sports",8,"Society"
6031,"Sports",2,"Politics"
6032,"Sports",13,"Sports"
6033,"Sports",11,"Economy"
6034,"Sports",11,"Economy"
6035,"Sports",17,"Opinion"
6036,"Sports",11,"Economy"
6037,"Sports",11,"Economy"
6038,"Sports",17,"Opinion"
6039,"Sports",13,"Sports"
6040,"Sports",17,"Opinion"
6041,"Sports",8,"Society"
6042,"Sports",13,"Sports"
6043,"Sports",20,"Sports"
6044,"Sports",13,"Sports"
6045,"Sports",11,"Economy"
6046,"Sports",8,"Society"
6047,"Sports",13,"Sports"
6048,"Sports",13,"Sports"
6049,"Sports",11,"Economy"
6050,"Sports",20,"Sports"
6051,"Sports",8,"Society"
6052,"Sports",11,"Economy"
6053,"Sports",17,"Opinion"
6054,"Sports",17,"Opinion"
6055,"Sports",11,"Economy"
6056,"Sports",17,"Opinion"
6057,"Sports",20,"Sports"
6058,"Sports",11,"Economy"
6059,"Sports",17,"Opinion"
6060,"Sports",20,"Sports"
6061,"Sports",20,"Sports"
6062,"Sports",13,"Sports"
6063,"Sports",20,"Sports"
6064,"Sports",11,"Economy"
6065,"Sports",1,"Tourism"
6066,"Sports",17,"Opinion"
6067,"Sports",20,"Sports"
6068,"Sports",13,"Sports"
6069,"Sports",13,"Sports"
6070,"Sports",14,"Sports"
6071,"Sports",13,"Sports"
6072,"Sports",17,"Opinion"
6073,"Sports",20,"Sports"
6074,"Sports",11,"Economy"
6075,"Sports",20,"Sports"
6076,"Sports",14,"Sports"
6077,"Sports",13,"Sports"
6078,"Sports",8,"Society"
6079,"Sports",13,"Sports"
6080,"Sports",13,"Sports"
6081,"Sports",13,"Sports"
6082,"Sports",13,"Sports"
6083,"Sports",13,"Sports"
6084,"Sports",20,"Sports"
6085,"Sports",13,"Sports"
6086,"Sports",13,"Sports"
6087,"Sports",13,"Sports"
6088,"Sports",13,"Sports"
6089,"Sports",13,"Sports"
6090,"Sports",13,"Sports"
6091,"Sports",17,"Opinion"
6092,"Sports",17,"Opinion"
6093,"Sports",13,"Sports"
6094,"Sports",13,"Sports"
6095,"Sports",13,"Sports"
6096,"Sports",13,"Sports"
6097,"Sports",17,"Opinion"
6098,"Sports",13,"Sports"
6099,"Sports",13,"Sports"
6100,"Sports",13,"Sports"
6101,"Sports",17,"Opinion"
6102,"Sports",13,"Sports"
6103,"Sports",13,"Sports"
6104,"Sports",13,"Sports"
6105,"Sports",17,"Opinion"
6106,"Sports",13,"Sports"
6107,"Sports",13,"Sports"
6108,"Sports",13,"Sports"
6109,"Sports",13,"Sports"
6110,"Sports",11,"Economy"
6111,"Sports",13,"Sports"
6112,"Sports",13,"Sports"
6113,"Sports",13,"Sports"
6114,"Sports",17,"Opinion"
6115,"Sports",13,"Sports"
6116,"Sports",13,"Sports"
6117,"Sports",13,"Sports"
6118,"Sports",13,"Sports"
6119,"Sports",13,"Sports"
6120,"Sports",17,"Opinion"
6121,"Sports",13,"Sports"
6122,"Sports",17,"Opinion"
6123,"Sports",13,"Sports"
6124,"Sports",13,"Sports"
6125,"Sports",13,"Sports"
6126,"Sports",13,"Sports"
6127,"Sports",13,"Sports"
6128,"Sports",20,"Sports"
6129,"Sports",13,"Sports"
6130,"Sports",13,"Sports"
6131,"Sports",14,"Sports"
6132,"Sports",8,"Society"
6133,"Sports",13,"Sports"
6134,"Sports",17,"Opinion"
6135,"Sports",14,"Sports"
6136,"Sports",14,"Sports"
6137,"Sports",14,"Sports"
6138,"Sports",14,"Sports"
6139,"Sports",20,"Sports"
6140,"Sports",14,"Sports"
6141,"Sports",14,"Sports"
6142,"Sports",13,"Sports"
6143,"Sports",13,"Sports"
6144,"Sports",14,"Sports"
6145,"Sports",13,"Sports"
6146,"Sports",17,"Opinion"
6147,"Sports",14,"Sports"
6148,"Sports",14,"Sports"
6149,"Sports",13,"Sports"
6150,"Sports",20,"Sports"
6151,"Sports",14,"Sports"
6152,"Sports",14,"Sports"
6153,"Sports",13,"Sports"
6154,"Sports",13,"Sports"
6155,"Sports",14,"Sports"
6156,"Sports",17,"Opinion"
6157,"Sports",13,"Sports"
6158,"Sports",17,"Opinion"
6159,"Sports",14,"Sports"
6160,"Sports",13,"Sports"
6161,"Sports",20,"Sports"
6162,"Sports",14,"Sports"
6163,"Sports",14,"Sports"
6164,"Sports",14,"Sports"
6165,"Sports",13,"Sports"
6166,"Sports",2,"Politics"
6167,"Sports",14,"Sports"
6168,"Sports",14,"Sports"
6169,"Sports",14,"Sports"
6170,"Sports",14,"Sports"
6171,"Sports",14,"Sports"
6172,"Sports",20,"Sports"
6173,"Sports",14,"Sports"
6174,"Sports",14,"Sports"
6175,"Sports",14,"Sports"
6176,"Sports",14,"Sports"
6177,"Sports",17,"Opinion"
6178,"Sports",14,"Sports"
6179,"Sports",14,"Sports"
6180,"Sports",14,"Sports"
6181,"Sports",14,"Sports"
6182,"Sports",14,"Sports"
6183,"Sports",13,"Sports"
6184,"Sports",17,"Opinion"
6185,"Sports",14,"Sports"
6186,"Sports",14,"Sports"
6187,"Sports",17,"Opinion"
6188,"Sports",13,"Sports"
6189,"Sports",14,"Sports"
6190,"Sports",13,"Sports"
6191,"Sports",13,"Sports"
6192,"Sports",13,"Sports"
6193,"Sports",17,"Opinion"
6194,"Sports",20,"Sports"
6195,"Sports",14,"Sports"
6196,"Sports",13,"Sports"
